name	color	hallmark	disease
SERPINE1		TNFA_SIGNALING_VIA_NFKB HYPOXIA TGF_BETA_SIGNALING COMPLEMENT EPITHELIAL_MESENCHYMAL_TRANSITION INFLAMMATORY_RESPONSE XENOBIOTIC_METABOLISM UV_RESPONSE_DN COAGULATION	Rhabdomyosarcoma Neoplasm_Metastasis Major_Depressive_Disorder Aortic_aneurysm_without_mention_of_rupture_NOS Non-alcoholic_Fatty_Liver_Disease Werner_Syndrome Uveal_melanoma Chronic_glomerulonephritis Renal_Cell_Carcinoma Lupus_Nephritis Thickening_of_pleura Lupus_Erythematosus NONAKA_MYOPATHY Myocardial_Ischemia Reflux_nephropathy_(disorder) Allergic_rhinitis_(disorder) Seminoma Malignant_neoplasm_of_urinary_bladder Fibromatosis,_Aggressive Macroangiopathy Age-related_cataract Retinal_Diseases Synovitis Myocardial_Infarction Lung_diseases Thrombotic_Microangiopathies Respiratory_Tract_Infections Malignant_tumor_of_cervix Metastatic_melanoma Malignant_Head_and_Neck_Neoplasm Endometrial_Carcinoma Peyronie_Disease Bronchial_Hyperreactivity Painful_Bladder_Syndrome Skin_Abnormalities Radiation_Nephropathy Leg_Ulcer Dissection_of_aorta Diabetes_Mellitus,_Insulin-Dependent Prothrombin_G20210A_mutation Invasive_carcinoma_of_breast Cardiovascular_Diseases Coronary_Thrombosis Rhabdoid_Tumor Budd-Chiari_Syndrome Idiopathic_crescentic_glomerulonephritis Sleep_Apnea,_Obstructive Muscular_Dystrophy,_Duchenne Systemic_Scleroderma Osteosarcoma_of_bone Premature_aging_syndrome Papillary_thyroid_carcinoma Cerebral_Palsy Idiopathic_Pulmonary_Fibrosis Alzheimer's_Disease Secondary_malignant_neoplasm_of_lymph_node Influenza Hyperhomocysteinemia Autistic_Disorder Malignant_tumor_of_colon Acute_myocardial_infarction Antiphospholipid_Syndrome Atrial_Premature_Complexes Colitis Cardiomyopathy,_Familial_Idiopathic Recurrent_acute_otitis_media Acute_pancreatitis Malignant_neoplasm_of_colon_stage_IV Pancreatitis,_Acute_Necrotizing Meningitis,_Pneumococcal Presenile_dementia Lupus_Vulgaris Bulbo-Spinal_Atrophy,_X-Linked Asthma Bladder_Neoplasm Chronic_Obstructive_Airway_Disease Immunologic_Deficiency_Syndromes Anemia,_Sickle_Cell Renal_fibrosis Atherosclerotic_occlusive_disease Vertical_Talus cardiac_event Eclampsia Squamous_cell_carcinoma_of_the_head_and_neck Secondary_malignant_neoplasm_of_bone Chondrosarcoma Impaired_glucose_tolerance Muscle_fibrosis Fibroid_Tumor Hyperlipoproteinemia_Type_IIa Keratoconjunctivitis,_Vernal Metabolic_Syndrome_X Cardiac_fibrosis Age_related_macular_degeneration Virus_Diseases Malignant_mesothelioma Precocious_pubarche Middle_Cerebral_Artery_Occlusion Malignant_neoplasm_of_endometrium Dyspepsia Hyperglycemia Neonatal_meningitis Cerebral_Infarction Hemangiosarcoma Parvovirus_B19_(disease) Essential_Hypertension Ischemic_stroke Traditional_Serrated_Adenoma Insulin_resistance_syndrome Precursor_Cell_Lymphoblastic_Leukemia_Lymphoma Prostatic_Neoplasms Head_and_Neck_Carcinoma Cystic_Fibrosis Interstitial_lung_fibrosis Fibrosarcoma Diabetic_Retinopathy Allergic_disposition Colitis,_Ischemic Kidney_Failure Epithelial_ovarian_cancer Hepatitis_B Adenocarcinoma Nasopharyngeal_carcinoma Encephalopathies Kidney_Diseases Fibrodysplasia_Ossificans_Progressiva Hypercholesterolemia,_Familial Pyruvate_Carboxylase_Deficiency_Disease Fatty_Liver Atherosclerosis Meningococcal_Infections Ovarian_Failure,_Premature Diabetes_Mellitus,_Non-Insulin-Dependent Protein_S_Deficiency Aortic_Aneurysm,_Thoracic Osteoglophonic_dwarfism Ovarian_Carcinoma Pneumonia Autoimmune_Diseases Prune_Belly_Syndrome MAJOR_AFFECTIVE_DISORDER_2 Disseminated_Intravascular_Coagulation Hemophilia_A Deep_Vein_Thrombosis Diarrhea Anaplasia Fibrosis,_Liver Endothelial_dysfunction Glioblastoma Anaplastic_astrocytoma Allergic_Conjunctivitis Pulmonary_Emphysema Mild_cognitive_disorder Carcinoma_of_bladder melanoma Liver_neoplasms Malignant_neoplasm_of_mouth Non-Small_Cell_Lung_Carcinoma Squamous_cell_carcinoma_of_lung Pneumonitis Cerebral_Ischemia Aneurysmal_disease Secondary_malignant_neoplasm_of_lung Fibrinolytic_Defect Obesity,_Visceral Allergic_asthma Hamman-Rich_syndrome Idiopathic_pulmonary_hypertension Plaque,_Amyloid Ear_Inflammation Lipodystrophy Hypertriglyceridemia Ichthyosis,_X-Linked CATARACT,_ANTERIOR_POLAR Carcinogenesis HER2-positive_carcinoma_of_breast Acute_lymphocytic_leukemia Primary_Lesion Septicemia Squamous_cell_carcinoma Meningococcemia Left_Ventricular_Hypertrophy Primary_malignant_neoplasm_of_lung Anxiety_Disorders Vascular_Diseases Streptococcal_pneumonia Cerebrovascular_Disorders Acute_Cerebrovascular_Accidents Solid_Neoplasm Acute_otitis_media Osteosarcoma Follicular_thyroid_carcinoma Conn_Syndrome Small_cell_carcinoma_of_lung Angina,_Unstable Attention_deficit_hyperactivity_disorder Venoocclusive_disease Ureteral_obstruction Malignant_Testicular_Germ_Cell_Tumor Rheumatoid_Arthritis von_Willebrand_Disease Chronic_Kidney_Diseases Gastritis ST_segment_elevation_myocardial_infarction Nonspecific_interstitial_pneumonia Infectious_Otitis_Media Hyperactive_behavior Glomerulonephritis Pulmonary_Fibrosis Thrombosis_of_renal_vein Non-obstructive_reflux-associated_chronic_pyelonephritis_(disorder) Pyelonephritis Community_acquired_pneumonia Obesity,_Morbid Sarcoma Proliferative_retinopathy Restenosis Tumor_Progression Factor_V_Leiden_mutation Gastric_ulcer Duodenal_Ulcer Angiogenic_Switch Astrocytoma Malignant_neoplasm_of_stomach Adenovirus_Infections Adenocarcinoma_of_rectum Lymphatic_Metastasis Stomach_Carcinoma Central_retinal_vein_occlusion Von_Hippel-Lindau_Syndrome IgE-mediated_allergic_asthma Renal_interstitial_fibrosis Sepsis Idiopathic_Interstitial_Pneumonias Chronic_kidney_disease_stage_5 Pulmonary_Edema Diabetic_Nephropathy ovarian_neoplasm Klinefelter_Syndrome Acute_Kidney_Tubular_Necrosis Anterior_myocardial_infarction Ulcer Mural_thrombus_of_heart Osteomyelitis Hepatocarcinogenesis Adenoma leiomyosarcoma Malignant_neoplasm_of_pancreas Coronary_artery_atheroma Myocardial_rupture Colorectal_Cancer Obesity Respiratory_Distress_Syndrome,_Adult Ischemic_cardiomyopathy Polyuria Mental_Depression Acute_Coronary_Syndrome Endometriosis 5,10-Methylenetetrahydrofolate_reductase_deficiency Deep_thrombophlebitis Diabetic_Angiopathies Cardiomyopathy,_Dilated invasive_cancer Systemic_Inflammatory_Response_Syndrome Peritonitis Bloom_Syndrome Gardner_Syndrome tumor_vasculature Pneumonia_due_to_Pseudomonas Yersinia_infections Livedoid Takotsubo_Cardiomyopathy Nephrotic_Syndrome Arthritis,_Psoriatic Chronic_Periodontitis Klinefelter's_syndrome_-_male_with_more_than_two_X_chromosomes Triple_Negative_Breast_Neoplasms Hereditary_protein_S_deficiency Inflammatory_Bowel_Diseases Androgen-Insensitivity_Syndrome Adrenoleukodystrophy Cystitis Central_neuroblastoma Gastroduodenitis Endometrioma Obstructive_nephropathy Otitis_Media Multiple_Myeloma Metastatic_Neoplasm Intestinal_Diseases Periodontitis Hyperlipidemia,_Familial_Combined Lobar_Pneumonia Adenocarcinoma,_Clear_Cell Idiopathic_hypogonadotropic_hypogonadism Multiple_Sclerosis Mesothelioma Malnutrition Adenocarcinoma_of_prostate Mural_thrombus Hypercholesterolemia Diabetes_Mellitus Breast_adenocarcinoma Retinal_Vein_Occlusion Steroid_Sulfatase_Deficiency_Disease Fibrosis_of_pleura Lupus_Erythematosus,_Systemic Colorectal_Carcinoma Venous_hypertension Unipolar_Depression Muscular_Dystrophy Heart_failure Hemangioblastoma Carcinoma_of_lung Polyendocrinopathies,_Autoimmune Colon_Carcinoma Behcet_Syndrome Mucocutaneous_Lymph_Node_Syndrome Glioma Bilateral_cataracts_(disorder) Depressive_Symptoms Van_der_Woude_syndrome Malignant_neoplasm_of_prostate Cervix_carcinoma Hepatoblastoma Depressive_disorder Sepsis_due_to_urinary_tract_infection Thrombophilia Membranous_glomerulonephritis Adrenal_Gland_Hyperfunction Arteriosclerosis Lip_and_Oral_Cavity_Carcinoma Hepatopulmonary_Syndrome Prostate_carcinoma Pancreatic_carcinoma Hyperlipidemia Enteritis Noninfiltrating_Intraductal_Carcinoma Aortic_Aneurysm,_Abdominal Uterine_Cervical_Neoplasm PROPERDIN_DEFICIENCY,_X-LINKED Sleep_Apnea,_Central Cataract Hyperemia Mammary_Neoplasms Neuroblastoma cervical_cancer Secondary_malignant_neoplasm_of_liver Arthritis Breast_Carcinoma Keloid Chronic_rejection_of_renal_transplant Epithelioma Nephritis Subarachnoid_Hemorrhage Idiopathic_Membranous_Glomerulonephritis Stress,_Psychological Peptic_Ulcer Infective_cystitis Brain_Neoplasms Congenital_contractural_arachnodactyly Anemia,_Diamond-Blackfan Fibrous_nodule Erythromelalgia Glomerulosclerosis_(disorder) Diabetes Activated_Protein_C_Resistance Infection_caused_by_Helicobacter_pylori Dementia Coronary_heart_disease Pregnancy_Complications Uterine_Corpus_Cancer Turner_Syndrome Aortic_Aneurysm Brain_Diseases Asthma_attack Malignant_neoplasm_of_lung Sheehan_Syndrome Ulcerative_Colitis Cerebrovascular_accident Hepatic_Vein_Thrombosis Renal_Insufficiency Bacterial_Infections Malignant_neoplasm_of_testis Amyloidosis Polycystic_Ovary_Syndrome Hyperinsulinism Rat_Adrenal_Gland_Pheochromocytoma Blood_Coagulation_Disorders Intermittent_Claudication Tumor_Angiogenesis Pulmonary_Embolism Gastrointestinal_Neoplasms Ileal_Diseases Adenocarcinoma_of_pancreas Stomach_Diseases Meningitis Malignant_neoplasm_of_ovary Coronary_Arteriosclerosis Skin_carcinoma Homocysteinemia Coronary_Artery_Disease Trigeminal_Neuralgia Oral_Submucous_Fibrosis Organ_dysfunction_syndrome Meningioma Lupus_anticoagulant_disorder pricking_of_skin Asthma_chronic Dyslipidemias Polycystic_Kidney,_Autosomal_Dominant Severe_Sepsis Liver_carcinoma Osteopenia Cockayne_Syndrome,_Type_I Lymphangioleiomyomatosis Hemangioendothelioma Crohn_Disease Metabolic_Diseases Conventional_(Clear_Cell)_Renal_Cell_Carcinoma Malignant_neoplasm_of_breast Senile_Plaques Aneurysm early_pregnancy Overweight Platelet_thrombus Dural_Arteriovenous_Fistula Kidney_Failure,_Chronic Vascular_occlusion Intracranial_Aneurysm Cicatrix,_Hypertrophic Infection_of_ear Neoplastic_Syndromes,_Hereditary Lupus_Erythematosus,_Discoid Aggressive_periodontitis,_generalized Anxiety Thrombosis_of_cerebral_veins Retinal_ischemia Hypertensive_disease Soft_Tissue_Neoplasms Airway_Obstruction Histiocytoid_hemangioma Peripheral_arterial_occlusive_disease Arteriopathic_disease Uterine_Fibroids
LYPLA2			melanoma Hyperlipidemia,_Familial_Combined
DNAJB14			
ALOX5			Skin_callus Lyme_Arthritis Ischemic_stroke Astrocytoma,_low_grade Colorectal_Neoplasms Tuberculosis Cognition_Disorders Promyelocytic_leukemia Brain_Neoplasms Systemic_Scleroderma Idiopathic_pulmonary_hypertension Amyotrophic_Lateral_Sclerosis Breast_Carcinoma Prostate_carcinoma Ataxia_Telangiectasia Allergic_asthma MYELODYSPLASTIC_SYNDROME Colorectal_Cancer Colonic_Neoplasms Carcinogenesis Osteosarcoma_of_bone Primary_malignant_neoplasm Impaired_cognition Coronary_Artery_Disease Lung_Diseases,_Interstitial Senile_Plaques Glioblastoma Arteriosclerosis Periodontitis,_Juvenile Mammary_Tumorigenesis Chronic_kidney_disease_stage_5 Nephrotic_Syndrome Meningioma Idiopathic_Pulmonary_Fibrosis Asthma,_Exercise-Induced Pancreatic_carcinoma Non-alcoholic_Fatty_Liver_Disease Aortic_Aneurysm Acute_Promyelocytic_Leukemia melanoma Renal_Insufficiency Astrocytoma Alzheimer_Disease,_Late_Onset Colon_Carcinoma Liver_carcinoma Inflammatory_Bowel_Diseases Xanthoma Squamous_cell_carcinoma_of_the_head_and_neck Cholangiocarcinoma Alzheimer's_Disease Forgetful Pneumonia Malignant_neoplasm_of_mouth Tauopathies Diabetes_Mellitus,_Non-Insulin-Dependent Inflammatory_dermatosis Obesity Retinal_Diseases Aneurysm Hyperlipidemia Pancreatic_intraepithelial_neoplasia Malignant_Neoplasms polyps Sleep_Apnea,_Obstructive Malignant_neoplasm_of_breast Coronary_Arteriosclerosis Memory_impairment Rectal_Carcinoma Childhood_asthma Cardiovascular_Diseases Hamman-Rich_syndrome Osteosarcoma Liver_neoplasms Huntington_Disease Intrauterine_infection Adenomatous_polyp_of_colon Carotid_Atherosclerosis Adenoma_of_large_intestine Atherosclerosis Addictive_Behavior Colonic_Polyps Enterocolitis Cytomegalovirus_Infections Lip_and_Oral_Cavity_Carcinoma AURAL_ATRESIA,_CONGENITAL Kidney_Failure,_Chronic Malignant_tumor_of_colon Myocardial_Infarction Crohn_Disease Bronchitis,_Chronic Idiopathic_pulmonary_arterial_hypertension Aortic_Valve_Stenosis Epithelioma Anaplastic_astrocytoma Carotid_Artery_Diseases Lymphoma Glomerulonephritis Allergic_disposition Lyme_Disease Benign_Prostatic_Hyperplasia Hodgkin_Disease Malignant_lymphoma,_lymphocytic,_intermediate_differentiation,_diffuse Glioblastoma_Multiforme ASA_intolerant_asthma Adenomatous_Polyps Tumor_Progression Aortic_Aneurysm,_Abdominal Aortic_aneurysm_without_mention_of_rupture_NOS Urticaria Hepatitis_B Neoplasm_Metastasis Pneumonitis Respiratory_Tract_Diseases Neoplasms Blast_Phase Malignant_neoplasm_of_prostate Precursor_B-Cell_Lymphoblastic_Leukemia-Lymphoma Polyp_of_large_intestine Thrombocytopenia Asthma,_Aspirin-Induced Anemia Hypercholesterolemia,_Familial leukemia Degenerative_polyarthritis Septicemia Mammary_Neoplasms Moderate_persistent_asthma Adenoma Asthma Multiple_Myeloma Meningioma,_benign,_no_ICD-O_subtype Multiple_Sclerosis Cerebrovascular_accident Malignant_neoplasm_of_ovary Coronary_heart_disease Arthritis Dermatitis Pleural_effusion_disorder Central_neuroblastoma Precursor_B-cell_lymphoblastic_leukemia Liver_Cirrhosis Amyloidosis Respiration_Disorders Leukemia,_Myelocytic,_Acute Ovarian_Carcinoma Malignant_neoplasm_of_gastrointestinal_tract Hypertensive_disease Tuberculosis,_Meningeal Hyperlipoproteinemia_Type_IIa Tuberculosis,_Pulmonary Rheumatoid_Arthritis Neuroblastoma Malignant_Head_and_Neck_Neoplasm Colorectal_Carcinoma Papillary_thyroid_carcinoma Cirrhosis Malignant_neoplasm_of_pancreas Refractory_anemias Encephalomyelitis Myeloid_Leukemia,_Chronic Pancreatic_Neoplasm Sepsis
SLC39A14			Colorectal_Neoplasms Neonatal_hemochromatosis Adenoma Colorectal_Carcinoma Colorectal_Cancer Siderosis Hypoglycemia Hyperostosis Inflammatory_Bowel_Diseases Liver_carcinoma
PPP4C	COMPLEMENT	COMPLEMENT	Pancreatic_Ductal_Adenocarcinoma Teratocarcinoma Colorectal_Carcinoma Tumor_Progression Neoplasm_Metastasis Breast_Carcinoma Glioma Endometrial_Stromal_Sarcoma Secondary_malignant_neoplasm_of_lung Malignant_neoplasm_of_breast
RPS23			Alzheimer's_Disease Adenocarcinoma
CA12		HYPOXIA ESTROGEN_RESPONSE_EARLY ESTROGEN_RESPONSE_LATE	Colorectal_Neoplasms Breast_Carcinoma Bilateral_glaucoma Papillary_thyroid_carcinoma Carcinoma_of_Male_Breast Hyponatremia Hepatitis_B Mammary_Neoplasms Tumor_Progression Glaucoma Precursor_T-Cell_Lymphoblastic_Leukemia-Lymphoma cervical_cancer Sialorrhea Lymphoma Xerostomia Malignant_Neoplasms CARCINOMA_OF_VULVA Malignant_tumor_of_cervix T-Cell_Lymphoma Cervix_carcinoma Malignant_neoplasm_of_male_breast Pelger-Huet_Anomaly Malignant_neoplasm_of_breast Ductal_Carcinoma Tuberculosis,_Pulmonary Dehydration Astrocytoma Thyroid_Neoplasm Renal_Cell_Carcinoma Neoplasms Neoplasm_Metastasis Primary_malignant_neoplasm
KCNAB3			Migraine_Disorders
GNB4	COMPLEMENT	COMPLEMENT	Carcinoma_of_bladder Sensory_neuropathy Tumor_Progression Malignant_neoplasm_of_urinary_bladder Charcot-Marie-Tooth_Disease Bladder_Neoplasm
NME1-NME2			Infection_caused_by_Helicobacter_pylori Colonic_Neoplasms Gastrointestinal_Carcinoid_Tumor Atherosclerosis Psoriasis Malignant_neoplasm_of_breast Metastatic_Prostate_Carcinoma Leukemia,_Myelocytic,_Acute Malignant_tumor_of_colon Myeloid_Leukemia,_Chronic Mammary_Neoplasms Pituitary_Adenoma Ewings_sarcoma Neoplasm_Metastasis Breast_Carcinoma Squamous_cell_carcinoma_of_lung Diabetic_Retinopathy Localized_Carcinoma Cervix_carcinoma Ovarian_Carcinoma Carcinogenesis Hematologic_Neoplasms Adenocarcinoma Dermatologic_disorders Arteriosclerosis ovarian_neoplasm Central_neuroblastoma Non-Small_Cell_Lung_Carcinoma Metastasis_from_malignant_tumor_of_prostate Tumor_Initiation Secondary_malignant_neoplasm_of_lung Diabetes_Mellitus Hepatocarcinogenesis Liver_carcinoma Squamous_cell_carcinoma Cholangiocarcinoma melanoma Epithelial_ovarian_cancer Colorectal_Cancer Secondary_malignant_neoplasm_of_lymph_node Neuroblastoma Colorectal_Carcinoma Colon_Carcinoma Germ_cell_tumor Malignant_neoplasm_of_ovary Diabetes
ALAD		FATTY_ACID_METABOLISM HEME_METABOLISM	Pelger-Huet_Anomaly Malignant_neoplasm_of_breast Acute_Erythroblastic_Leukemia Glioma Tyrosinemias Essential_Tremor Phobia,_Social Panic_Disorder PANIC_DISORDER_1 Amyotrophic_Lateral_Sclerosis Generalized_Anxiety_Disorder Breast_Carcinoma Genitourinary_Cancer Prostate_carcinoma Porphobilinogen_synthase_deficiency Psychiatric_symptom Acute_intermittent_porphyria Tyrosinemia,_Type_I Anxiety_Disorders Brain_Neoplasms Hypertensive_disease Malignant_neoplasm_of_prostate Disorders_of_Porphyrin_Metabolism Neoplasms,_Intracranial
ADCK3			
SLC39A8	IL2_STAT5_SIGNALING	IL2_STAT5_SIGNALING	Manganese_deficiency Malnutrition Colorectal_Cancer Congenital_Disorders_of_Glycosylation Degenerative_polyarthritis Mitochondrial_Diseases Cerebellar_atrophy Atherosclerosis Hamartoma_Syndrome,_Multiple Congenital_Disorder_Of_Glycosylation,_Type_In Colorectal_Carcinoma Acute_Coronary_Syndrome Sepsis Kidney_Failure Septicemia Arteriosclerosis Schizophrenia Intellectual_Disability
IDH3G		ADIPOGENESIS FATTY_ACID_METABOLISM OXIDATIVE_PHOSPHORYLATION	
DDX4	SPERMATOGENESIS	SPERMATOGENESIS	Non-obstructive_azoospermia Leydig_cell_tumor,_benign Carcinogenesis Nongerminomatous_Germ_Cell_Tumor Germ_cell_tumor Multiple_Myeloma Malignant_Neoplasms Congenital_bilateral_aplasia_of_vas_deferens Oligospermia Teratoma Seminoma Epithelial_ovarian_cancer Obstructive_azoospermia Dysgerminoma Azoospermia Childhood_Leukemia Gonadoblastoma Central_neuroblastoma Primary_malignant_neoplasm leukemia Leydig_Cell_Tumor Neuroblastoma Male_infertility Spermatocytic_seminoma Lymphoma Embryonal_Carcinoma
FMO1		XENOBIOTIC_METABOLISM FATTY_ACID_METABOLISM UV_RESPONSE_UP	Color_Blindness,_Blue Nicotine_Dependence Amyotrophic_Lateral_Sclerosis
DHX34			
KCNJ10			Intellectual_Disability Linear_atrophy Channelopathies Dehydration Amyotrophic_Lateral_Sclerosis Schizophrenia Ataxia Hypokalemic_alkalosis Nonsyndromic_Deafness Absence_Epilepsy Autism_Spectrum_Disorders Status_Epilepticus Anemia,_Diamond-Blackfan,_2 Metabolic_alkalosis Seizures Bartter_Disease Diabetes_Mellitus,_Non-Insulin-Dependent Epilepsy,_Generalized Glioma Wasting SeSAME_syndrome Epilepsy,_Temporal_Lobe Pendred's_syndrome Cerebellar_Ataxia Epilepsy
ECE1			Squamous_cell_carcinoma ADENOMAS_AND_ADENOCARCINOMAS Glioblastoma Solid_Neoplasm Colorectal_Carcinoma Stomach_Carcinoma Pruritus Diabetic_Nephropathy Congestive_heart_failure Breast_Carcinoma Presenile_dementia Aortic_Valve_Stenosis Ovarian_Carcinoma Carcinoma_of_lung Malignant_neoplasm_of_lung Systemic_Scleroderma Cardiomyopathy,_Familial_Idiopathic Central_neuroblastoma Hypertensive_disease Malignant_neoplasm_of_breast Cerebrovascular_Disorders Cerebrovascular_accident Malignant_neoplasm_of_prostate Primary_malignant_neoplasm_of_lung Pneumonia Neuroblastoma Hamman-Rich_syndrome Pulmonary_Fibrosis Coronary_Artery_Disease Congenital_Heart_Defects Prostate_carcinoma Heart_failure Malignant_neoplasm_of_stomach Alzheimer's_Disease Neoplasm_Metastasis Renal_Cell_Carcinoma Congenital_heart_disease Essential_Hypertension Pneumonitis Arteriosclerosis Amyloidosis Colorectal_Cancer Idiopathic_Pulmonary_Fibrosis Epithelial_ovarian_cancer Hyperglycemia Giant_Cell_Arteritis Coronary_heart_disease Coronary_Arteriosclerosis Dementia Hirschsprung_Disease Atherosclerosis
RAB37			Neoplasm_Metastasis Primary_malignant_neoplasm Metastatic_Neoplasm Non-Small_Cell_Lung_Carcinoma Malignant_Neoplasms
ENSG00000255730			
CEL		FATTY_ACID_METABOLISM PEROXISOME	Polycythemia_Vera Wheezing PITUITARY_ADENOMA_PREDISPOSITION_(disorder) Adenocarcinoma Disseminated_eosinophilic_collagen_disease Pancreatic_Diseases Benign_symmetrical_lipomatosis Diabetes_Mellitus,_Non-Insulin-Dependent Pulmonary_Fibrosis Precursor_B-cell_lymphoblastic_leukemia Sarcoidosis,_Pulmonary Pancreatic_Cyst Atrophy_of_pancreas Protein_Misfolding_Disorders Idiopathic_Pulmonary_Fibrosis Pauci-immune_Glomerulonephritis_associated_with_Granulomatosis_with_Polyangiitis Granulomatous_Disease,_Chronic,_X-Linked Chronic_eosinophilic_leukemia Lung_Diseases,_Interstitial Liver_Failure,_Acute Diabetes Eosinophilia Pancreatitis Agenesis Hematologic_Neoplasms Acute_respiratory_disease Pneumonia Malignant_neoplasm_of_pancreas Malaria Influenza Incontinentia_Pigmenti_Achromians Familial_primary_gastric_lymphoma Kartagener_Syndrome Invasive_Pulmonary_Aspergillosis Granulomatosis_with_polyangiitis MATURITY-ONSET_DIABETES_OF_THE_YOUNG,_TYPE_8,_WITH_EXOCRINE_DYSFUNCTION Trichohepatoenteric_Syndrome Mycoplasma_Infections Pneumonitis Asthma Lung_diseases Hypereosinophilic_syndrome HIV_Infections Pulmonary_Alveolar_Proteinosis Liver_carcinoma Pneumonia,_Ventilator-Associated Maturity_onset_diabetes_mellitus_in_young Diabetes_Mellitus Wolman_Disease Sarcoma Ductal_Breast_Carcinoma Chronic_Neutrophilic_Leukemia Pneumocystis_jiroveci_pneumonia Sarcoidosis Pancreatic_carcinoma Atherosclerosis Neutrophilia_(disorder) Systemic_Scleroderma Bacterial_Infections Lymphoma Idiopathic_Hypereosinophilic_Syndrome Liver_Failure Cystic_Fibrosis Hyperlipidemia Pancreatitis,_Chronic Simple_Pulmonary_Eosinophilia B-Cell_Lymphomas Pancreatitis,_Alcoholic Lymphoproliferative_Disorders Chronic_Obstructive_Airway_Disease Arteriosclerosis Pulmonary_Edema Chronic_myeloproliferative_disorder Malnutrition Coughing Lipomatosis Coinfection Mucosa-Associated_Lymphoid_Tissue_Lymphoma Eosinophilic_disorder
NLGN4X			Mental_Retardation,_X-Linked Gilles_de_la_Tourette_syndrome Autism_Spectrum_Disorders Autistic_Disorder Pervasive_Development_Disorder Mental_Retardation Alcoholic_Intoxication,_Chronic Ichthyosis,_X-Linked Atypical_autism Intellectual_Disability Autistic_behavior Brain_Diseases
KCNAB1			Epilepsy Tauopathies Nuclear_cataract Nuclear_non-senile_cataract
RAB26			
RAB33A			Tuberculosis
CYP27B1			Colonic_Neoplasms Autoimmune_Diseases Obesity Vitamin_D_Hydroxylation-Deficient_Rickets,_Type_1B Uveitis Rickets Adenocarcinoma Non-Small_Cell_Lung_Carcinoma Hepatitis_B Diabetes_Mellitus,_Insulin-Dependent Liver_neoplasms Carcinogenesis Prostatic_Neoplasms Congestive_heart_failure Exanthema Familial_Hypophosphatemic_Rickets Nephrogenic_Systemic_Fibrosis Multiple_Sclerosis Renal_Cell_Carcinoma Colorectal_Cancer Hepatitis_B,_Chronic Hypocalcemia Autoimmune_Primary_Adrenal_Insufficiency Colon_Carcinoma Lymphoma,_Non-Hodgkin Malignant_neoplasm_of_large_intestine Malignant_neoplasm_of_ovary Dermatitis,_Atopic Vitamin_D-dependent_rickets Eczema Glioblastoma Carcinoma_of_lung Cutaneous_Melanoma Osteosarcoma Prostate_carcinoma Malignant_tumor_of_colon Diabetes_Mellitus,_Non-Insulin-Dependent Malignant_neoplasm_of_pancreas Glioblastoma_Multiforme Parathyroid_Neoplasms Diabetic_Nephropathy Nephrocalcinosis Malignant_neoplasm_of_prostate Hyperparathyroidism,_Secondary Psychotic_Disorders Nephrogenic_Fibrosing_Dermopathy Malignant_neoplasm_of_lung Pancreatic_carcinoma Osteoporosis Atrichia Colorectal_Carcinoma Acute_anterior_uveitis melanoma Tuberculosis Vitamin_D-Dependent_Rickets,_Type_2A Osteosarcoma_of_bone Asthma Cholangiocarcinoma Hypercalcemia Hypertensive_disease Neoplasm_Metastasis Liver_carcinoma Vitamin_D_Deficiency Ulcerative_Colitis Primary_malignant_neoplasm_of_lung Behcet_Syndrome Sarcoidosis Tumor_Progression Addison's_disease_due_to_autoimmunity Malignant_neoplasm_of_breast Glioma Parathyroid_Adenoma Addison_Disease Breast_Carcinoma Arthralgia Solid_Neoplasm Alopecia Hepatitis_C,_Chronic Vitamin_D-dependent_rickets,_type_1 Tertiary_hyperparathyroidism Ovarian_Carcinoma Humoral_hypercalcemia_of_malignancy_(disorder) Malignant_Glioma Nonorganic_psychosis Graves_Disease Bladder_Neoplasm
DDX39A		G2M_CHECKPOINT MTORC1_SIGNALING E2F_TARGETS	Diabetes Leprosy Malignant_neoplasm_of_urinary_bladder Crohn_Disease Rheumatoid_Arthritis Periodontitis Alzheimer's_Disease Cystinuria hiv-infection/aids Diabetes_Mellitus,_Insulin-Dependent Carcinoma_of_bladder Ulcerative_Colitis Bladder_Neoplasm Diabetes_Mellitus Truncus_Arteriosus,_Persistent Chagas_Cardiomyopathy Myocardial_Infarction
STK32A			
ATP2C2			Breast_Carcinoma Dyslexia Language_Disorders Specific_language_impairment Carcinogenesis Malignant_neoplasm_of_breast
